 $$SIS-525,0,[NO GPS LOCK AVAILABLE]
 $$SIS-525,1,[NO GPS LOCK AVAILABLE]
 $$SIS-525,2,1-1-0,9:39:58,[NO GPS LOCK AVAILABLE]
 $$SIS-525,3,1-1-0,9:40:03,[NO GPS LOCK AVAILABLE]
 $$SIS-525,4,1-1-0,9:40:08,[NO GPS LOCK AVAILABLE]
 $$SIS-525,5,1-1-0,9:40:13,[NO GPS LOCK AVAILABLE]
 $$SIS-525,6,21-5-24,9:40:18,[NO GPS LOCK AVAILABLE]
 $$SIS-525,7,21-5-24,9:40:23,[NO GPS LOCK AVAILABLE]
 $$SIS-525,8,21-5-24,9:40:28,[NO GPS LOCK AVAILABLE]
 $$SIS-525,9,21-5-24,9:40:33,[NO GPS LOCK AVAILABLE]
 $$SIS-525,10,21-5-24,9:40:38,[NO GPS LOCK AVAILABLE]
 $$SIS-525,11,21-5-24,9:40:43,[NO GPS LOCK AVAILABLE]
 $$SIS-525,12,21-5-24,9:40:48,[NO GPS LOCK AVAILABLE]
 $$SIS-525,13,21-5-24,9:40:53,[NO GPS LOCK AVAILABLE]
 $$SIS-525,14,21-5-24,9:40:58,[NO GPS LOCK AVAILABLE]
 $$SIS-525,15,21-5-24,9:41:03,53.389057,-1.437514,4,66,0*CC76
 $$SIS-525,16,21-5-24,9:41:08,[NO GPS LOCK AVAILABLE]
 $$SIS-525,17,21-5-24,9:41:12,53.389080,-1.437518,5,76,0*4394
 $$SIS-525,18,21-5-24,9:41:17,53.389084,-1.437543,5,85,0*F1AD
 $$SIS-525,19,21-5-24,9:41:22,53.389084,-1.437524,6,78,0*C441
 $$SIS-525,20,21-5-24,9:41:27,53.389084,-1.437514,6,72,0*AC8A
 $$SIS-525,21,21-5-24,9:41:32,53.389080,-1.437514,6,73,0*6AD3
 $$SIS-525,22,21-5-24,9:41:37,53.389076,-1.437516,6,73,0*3140
 $$SIS-525,23,21-5-24,9:41:42,53.389072,-1.437523,6,71,0*C9A5
 $$SIS-525,24,21-5-24,9:41:47,53.389069,-1.437531,6,70,0*C473
 $$SIS-525,25,21-5-24,9:41:52,53.389069,-1.437530,6,69,0*6A4B
 $$SIS-525,26,21-5-24,9:41:57,53.389057,-1.437523,6,69,0*B466
 $$SIS-525,27,21-5-24,9:42:02,53.389061,-1.437525,7,68,0*44B6
 $$SIS-525,28,21-5-24,9:42:07,53.389061,-1.437528,8,69,0*8EA2
 $$SIS-525,29,21-5-24,9:42:12,53.389061,-1.437535,7,69,0*F728
 $$SIS-525,30,21-5-24,9:42:17,53.389061,-1.437534,7,69,0*8AD2
 $$SIS-525,31,21-5-24,9:42:22,53.389065,-1.437532,8,69,0*CF9E
 $$SIS-525,32,21-5-24,9:42:27,53.389065,-1.437530,9,69,0*7B68
 $$SIS-525,33,21-5-24,9:42:32,53.389065,-1.437529,9,69,0*C88C
 $$SIS-525,34,21-5-24,9:42:37,53.389065,-1.437526,9,69,0*602F
 $$SIS-525,35,21-5-24,9:42:42,53.389065,-1.437529,10,69,0*FF9F
 $$SIS-525,36,21-5-24,9:42:47,53.389065,-1.437528,10,69,0*7BE5
 $$SIS-525,37,21-5-24,9:42:52,53.389065,-1.437530,10,69,0*E37E
 $$SIS-525,38,21-5-24,9:42:57,53.389065,-1.437527,10,69,0*F3F8
 $$SIS-525,39,21-5-24,9:43:02,53.389065,-1.437524,10,70,0*9582
 $$SIS-525,40,21-5-24,9:43:07,53.389065,-1.437523,10,70,0*5845
 $$SIS-525,41,21-5-24,9:43:12,53.389065,-1.437522,10,70,0*6D47
 $$SIS-525,42,21-5-24,9:43:17,53.389065,-1.437522,10,70,0*021E
 $$SIS-525,43,21-5-24,9:43:22,53.389069,-1.437520,10,70,0*D047
 $$SIS-525,44,21-5-24,9:43:27,53.389072,-1.437515,10,70,0*CE7F
 $$SIS-525,45,21-5-24,9:43:32,53.389069,-1.437511,10,70,0*5B3C
 $$SIS-525,46,21-5-24,9:43:37,53.389069,-1.437512,10,70,0*1921
 $$SIS-525,47,21-5-24,9:43:42,53.389065,-1.437513,11,70,0*87E0
 $$SIS-525,48,21-5-24,9:43:47,53.389061,-1.437514,11,69,0*5819
 $$SIS-525,49,21-5-24,9:43:52,53.389057,-1.437513,11,69,0*8D46
 $$SIS-525,50,21-5-24,9:43:57,53.389057,-1.437516,11,70,0*ACB6
 $$SIS-525,51,21-5-24,9:44:02,53.389057,-1.437523,11,69,0*E63E
 $$SIS-525,52,21-5-24,9:44:07,53.389053,-1.437528,11,69,0*C5C3
 $$SIS-525,53,21-5-24,9:44:12,53.389053,-1.437530,11,68,0*6A68
 $$SIS-525,54,21-5-24,9:44:17,53.389053,-1.437534,11,68,0*F931
 $$SIS-525,55,21-5-24,9:44:22,53.389053,-1.437528,11,68,0*EF7B
 $$SIS-525,56,21-5-24,9:44:27,53.389050,-1.437529,11,67,0*3530
 $$SIS-525,57,21-5-24,9:44:32,53.389046,-1.437531,11,67,0*7C18
 $$SIS-525,58,21-5-24,9:44:37,53.389050,-1.437530,11,67,0*88E0
 $$SIS-525,59,21-5-24,9:44:42,53.389053,-1.437532,11,67,0*D4E4
 $$SIS-525,60,21-5-24,9:44:47,53.389053,-1.437532,11,67,0*2B2E
 $$SIS-525,61,21-5-24,9:44:52,53.389057,-1.437531,11,67,0*9054
 $$SIS-525,62,21-5-24,9:44:57,53.389057,-1.437528,11,67,0*5294
 $$SIS-525,63,21-5-24,9:45:02,53.389061,-1.437530,11,67,0*0DE0
 $$SIS-525,64,21-5-24,9:45:07,53.389061,-1.437527,11,67,0*DCB8
 $$SIS-525,65,21-5-24,9:45:12,53.389061,-1.437526,11,67,0*E9BA
 $$SIS-525,66,21-5-24,9:45:17,53.389061,-1.437525,11,67,0*ABA7
 $$SIS-525,67,21-5-24,9:45:22,53.389061,-1.437525,11,67,0*67B8
 $$SIS-525,68,21-5-24,9:45:27,53.389057,-1.437531,11,66,0*D79F
 $$SIS-525,69,21-5-24,9:45:32,53.389053,-1.437538,11,66,0*837D
 $$SIS-525,70,21-5-24,9:45:37,53.389053,-1.437540,11,66,0*0861
 $$SIS-525,71,21-5-24,9:45:42,53.389053,-1.437535,11,66,0*8B34
 $$SIS-525,72,21-5-24,9:45:47,53.389053,-1.437532,11,66,0*55C6
 $$SIS-525,73,21-5-24,9:45:52,53.389050,-1.437528,11,66,0*793A
 $$SIS-525,74,21-5-24,9:45:57,53.389050,-1.437525,11,66,0*28BF
 $$SIS-525,75,21-5-24,9:46:02,53.389046,-1.437528,11,66,0*B6A8
 $$SIS-525,76,21-5-24,9:46:07,53.389046,-1.437527,11,66,0*41A5
 $$SIS-525,77,21-5-24,9:46:12,53.389046,-1.437523,11,66,0*036B
 $$SIS-525,78,21-5-24,9:46:17,53.389046,-1.437520,11,66,0*E047
 $$SIS-525,79,21-5-24,9:46:22,53.389046,-1.437519,11,67,0*687B
 $$SIS-525,80,21-5-24,9:46:27,53.389046,-1.437519,11,67,0*037A
 $$SIS-525,81,21-5-24,9:46:32,53.389046,-1.437521,11,67,0*456B
 $$SIS-525,82,21-5-24,9:46:37,53.389046,-1.437525,11,66,0*81ED
 $$SIS-525,83,21-5-24,9:46:42,53.389046,-1.437524,11,66,0*82AD
 $$SIS-525,84,21-5-24,9:46:47,53.389046,-1.437519,11,67,0*55D7
 $$SIS-525,85,21-5-24,9:46:52,53.389046,-1.437510,11,67,0*492A
 $$SIS-525,86,21-5-24,9:46:57,53.389046,-1.437503,11,67,0*6472
 $$SIS-525,87,21-5-24,9:47:02,53.389046,-1.437501,11,67,0*010E
 $$SIS-525,88,21-5-24,9:47:07,53.389046,-1.437500,11,67,0*2445
 $$SIS-525,89,21-5-24,9:47:12,53.389042,-1.437493,11,67,0*6278
 $$SIS-525,90,21-5-24,9:47:17,53.389046,-1.437489,11,67,0*14A3
 $$SIS-525,91,21-5-24,9:47:22,53.389046,-1.437497,11,67,0*C48E
 $$SIS-525,92,21-5-24,9:47:27,53.389046,-1.437500,11,67,0*E73B
 $$SIS-525,93,21-5-24,9:47:32,53.389046,-1.437503,11,67,0*145E
 $$SIS-525,94,21-5-24,9:47:37,53.389046,-1.437504,11,67,0*AA43
 $$SIS-525,95,21-5-24,9:47:42,53.389046,-1.437509,11,66,0*2B23
